text;expected_sentiment
OMG! This tastes a lot like a fruit punch drink. It's my favorite flavor now. Has a wonderful smell and equally delicious taste. Kiddos will love it!;positive
Great deal for the price, nice size for single uses.;positive
I love this product!  So many great uses for coconut oil!;positive
This is the best candy ever. Im addicted to them . They are perfectly fresh.;positive
OMGosh!!!! I love love love these!!! I am a diabetic on a low carb high protein diet and these are perfect as a snack and they do not upset my stomach at all. Will definitely be buying these again!!!!;positive
Love Raspberry Leaf tea a must for all women :);positive
I order this in bulk for our Keurig coffee maker at work. All the clients seem to love it.;positive
I have had this before and really enjoyed it. It has lots of chocolate swirls throughout the carmel corn. I am putting this in a christmas basket for my daughter and her family.;positive
Great stuff! I didn't know if I was going to like powdered peanut butter, or if it worked, or how it tasted, but I liked it, it works, and it tastes great!;positive
A bit too sweet, but otherwise taste great.;positive
"Much much better than ""sugar free"" and ""fake"" sugar chemical gum! I am glad to find a product that has flavor and is not filled with Junk!";positive
I have ordered so many bags of Davidson's tea.  Just love this one for tea time...no caffeine to keep me awake at night.  Takes a bit of time to leech the tea out of the leaves so let it steep.;positive
Bold like I enjoy, but there seemed to be some grinds on the bottom of my coffee cup.;positive
Very nice quality smoked salt, I buy lots of smoked salts, and this flavor is real smooth tasting. Love it.;positive
This jerky is one of the better dry/tough ones that I have eaten. I do not care for the wet ones.;positive
My wife had this tea when visiting Ireland and that is all she uses now!!  Priced right and easy to order with good delivery service.;positive
Absolutely love this, and so glad there is a gmo free product available.  Cheers to health!!!;positive
What a great deal I got.  I got 12-cans for just over $5.00!;positive
love them. Taste is nice. great snack to carry around.;positive
A bit darker than the regular milk-chocolate version, but not too dark.;positive
Very good coffee for the price. I love coffee with chocolate notes  a lot of body and no bitter after taste and this coffee has a bit of everything I look for.;positive
Price is right and a quick healthy lunch item in my pantry..;positive
The Italian roast is less bitter than the French roast and I drink it everyday but I will still search for the perfect cup by buying smaller batches while still staying stocked up on this.;positive
Love the ease of this liquid stevia. Love the brand and organic option!;positive
Probably my favorite coffee for a basic daily cup.;positive
can not get locally, great price and taste;positive
"Better than anything else I can find.  I use the sodafountain and add CO2 to the water.  I then place 1 tsp of the root beer in the water.
Add to a glass and then around 2 tbsp of sugar.";positive
"Convenient, tasty and a healthy addition to any ""Trail Mix""...";positive
very nice tea, good price. Fast shipping;positive
I use it to enhance the coffee flavor.. 3/4 of a teaspoon is adequate and too much will make coffee too greasy.;positive
The honey is so fresh and lovely. Brilliant flavor. Just a little over priced.;positive
No dyes or chemicals and works great.;positive
Important to use if you have filtered water. I have a reverse osmosis water purifier that removes all the minerals. Need this.;positive
"This was a gift, came in a cute tin for the holidays. The recipient told me the cookies were ""great"" and she is a cookie lover!";positive
I mix in with oatmeal, grits and popcorn instead of butter.  I also use 1/2 parmesan cheese and 1/2 nutrional yeast on pasta.;positive
If you buy the cans a lot, just get this box and refill. So good!;positive
best bet for organic beans. Pouch is easy to store and use. Will buy again;positive
Simply amazing. Thank goodness they brought it back.;positive
These little guys are hard to find in my area and I use them in many different recipes.  Very happy with the product and most of all that I didn't have to go look for them anymore!!;positive
No substitute for freshly grated nutmeg. Good source & product. Always in my pantry.;positive
My husband loves this tea. Good price on subscribe and save. Lasts a long time.;positive
Great replacement for normal Pop Tarts ,but don't expect other health benefits. It is a nice fun snack.;positive
I drink it with Bedtime Tea, it is very good when they get together, the smell, the taste, I like.;positive
Great item and super fast shipping, thanks.;positive
A little more expensive than the store but I was in a jam this month. I needed to stretch the budget a little. So all in all it really helped get me through the month for lunches for the kids at school.;positive
Have not used it yet but know it will be great as are all Bob's Red Mill products;positive
"Great price and just a wonderful item.  Came with few if any crushed.
Always a great candy.  Gave 4 stars because it was packed great!!  And good price.";positive
